Serial No,Category,Name,Specification,Link
396,Routers,Tenda AC8 AC1200 Dual-Band MU-MIMO Wireless Gigabit Router," Wi-Fi speed up to 867Mbps/5G + 300Mbps/2.4G, 4 Gigabit Ports, Parental Control, Guest Wi-Fi, IPV6 (Black)",https://www.amazon.in/Tenda-AC8-1200Mbps-Wireless-Dual-Band/dp/B07Z7NY23Q/ref=sr_1_91?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-91
397,Routers,(Refurbished) Tenda MW3 Whole Home Mesh WiFi System," Dual Band AC1200 Router Replacement for Smart Home, 3000 sq. ft Network Coverage (White, Pack of 3)",https://www.amazon.in/Renewed-Tenda-Technology-MW3-Whole/dp/B0819GDXW8/ref=sr_1_92?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-92
398,Routers,COFE CF-807 WDIII with 300Mbps Speed 4G & 5G Sim Support Wi-Fi Router," Single_Band No Configuration Required, with Nano SIM Card Slot and 3 Antenna (120MB RAM, White) Water Proof WiFi Device",https://www.amazon.in/COFE-CF-807-WDIII-single_band-Configuration/dp/B0BZW5LT4V/ref=sr_1_93?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-93
399,Routers,Mercusys MR60X AX1500 WiFi 6 Router | Dual Band 1500 Mbps Wireless 1.5 Gbps Gigabit Wi-Fi | OFDMA & MU-MIMO | 4× Multi-Directional high-gain Antennas with Beamforming,,https://www.amazon.in/Mercusys-MR60X-Multi-Directional-high-gain-Beamforming/dp/B0C4SMQTM2/ref=sr_1_94?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-94
400,Routers,NETGEAR Orbi Tri-Band WiFi 6 Mesh System (RBK863SB) – Router with 2 Satellite Extenders," Coverage up to 8,000 sq. ft, 100 Devices, 10 Gig Internet Port, 1 Year Armor Subscription, AX6000(Up to 6Gbps)",https://www.amazon.in/NETGEAR-Orbi-Tri-Band-System-RBK863SB/dp/B0BRFNQVF1/ref=sr_1_95?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-95
401,Home Health Tests,Neodocs Wellness Urine Test," Track 10 health parameters, Get Results in 30 seconds on Phone, Easy to use digital urine test Pack of 1",https://www.amazon.in/Neodocs-Wellness-parameters-Results-seconds/dp/B0B6RRNYN7/ref=sr_1_5?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-5
402,Home Health Tests,Neodocs Kidney Care Urine Test Kit," Instant At-Home test for Diabetes Care, Track 15 Parameters like Creatinine, ACR, Albumin, and more, One test strip",https://www.amazon.in/Parameters-Creatinine-Hydration-Leukocytes-Essential/dp/B0BJ71H3GP/ref=sr_1_6?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-6
403,Home Health Tests,Neodocs EZ Check Alpha sperm count test kit | Check your sperm count privately at home | Convenient and Fast | Shows Optimum or Normal or Low sperm count | Pack of 1,,https://www.amazon.in/Neodocs-privately-Convenient-Optimum-Normal/dp/B0CZ9J29RW/ref=sr_1_7?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-7
404,Home Health Tests,Seznik Ovulation test kit for women | Home Test, Results in 5 mins | Over 99% Accurate (5 Ovulation test + 2 Pregnancy Test),https://www.amazon.in/Ovulation-Test-Results-Accurate-Pregnancy/dp/B0CZ4G69DB/ref=sr_1_8?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-8
405,Home Health Tests,Nory IVI/IUI Kit & Pregnancy Test Combo for Women," Female Self Insemination Conceive Kit for Home, Early Detection Tester for Fast Accurate & Reliable Result, Complete Solution to Your Family Planning",https://www.amazon.in/IVI-Kit-Pregnancy-Test-Combo/dp/B0CW1F4X8K/ref=sr_1_9?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-9
406,Home Health Tests,amiciCare 4 in 1 Health Monitoring Device, Cholesterol Hemoglobin Uric-Acid and Blood Glucose Meter with 40 Lancets 4 * 10 Test Strips,https://www.amazon.in/amiciCare-Monitoring-Cholesterol-Hemoglobin-Uric-Acid/dp/B0CD43HZ8Y/ref=sr_1_10?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-10
407,Home Health Tests,i-know UTI testing kit | 3 test strips | Home based urine test | Result in 2mins | Test for Urinary Tract Infection| Detects Le & Ni in Urine,,https://www.amazon.in/i-know-testing-Urinary-Infection-Detects/dp/B0C3QWBKML/ref=sr_1_11?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-11
408,Home Health Tests,OneTouch Select Plus Simple glucometer machine with 50 Test Strips | Simple & accurate testing of Blood sugar levels at home | Global Iconic Brand | Includes 10 Sterile Lancets + 1 Lancing device,,https://www.amazon.in/OneTouch-glucometer-machine-accurate-testing/dp/B0BY2N4TNV/ref=sr_1_12?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-12
409,Home Health Tests,AGARO Glucometer," Blood Glucose Monitoring System with 10pcs Strips & Lancets, Glucometer Machine, Instant Blood Sugar Test at Home, Fast Blood Sugar Testing Device, Simple & Accurate, GLM-76.",https://www.amazon.in/AGARO-Glucose-Lancets-Testing-Accurate/dp/B0CN3GQ8GL/ref=sr_1_13?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-13
410,Home Health Tests,Urisign Urine Test Strips Glucose Protein Ketone pH levels Health monitoring Quick results Accuracy Easy to use Convenience Home testing Pack Of 50 Strips,,https://www.amazon.in/Urisign-Glucose-monitoring-Accuracy-Convenience/dp/B0D4MD543N/ref=sr_1_14?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-14
411,Home Health Tests,Covifind ICMR Approved Covid-19 Rapid Antigen Test Kit for Home Use - Pack of 3,,https://www.amazon.in/Covifind-Approved-Covid-19-Rapid-Antigen/dp/B09QMLSBQ9/ref=sr_1_15?brandId=berry&crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-15
412,Home Health Tests,Superveloce Vitamin D Test - Rapid Test Cassette for Home/Self Use,,https://www.amazon.in/Superveloce-Vitamin-Test-Rapid-Cassette/dp/B0CRR3PKZF/ref=sr_1_16?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-16
413,Home Health Tests,Sova Health Gut Microbiome Home Test | Gut Microbiome Profiling via Genomic Sequencing | Free Consult with Gut Expert|30+ Digestive & Metabolic Health Analysis|Customized Probiotics & Nutrition Advice,,https://www.amazon.in/Sova-Consultation-Personalised-Recommendations-Susceptibility/dp/B0CM5XXT29/ref=sr_1_17?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-17
414,Home Health Tests,OneTouch Select Plus Simple glucometer machine | Simple & accurate testing of Blood sugar levels at home | Global Iconic Brand | FREE 10 Test Strips + 10 Sterile Lancets + 1 Lancing device,,https://www.amazon.in/OneTouch-Select-Simple-Glucometer-Strips/dp/B07M7NN54C/ref=sr_1_18?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-18
415,Home Health Tests,i Can One Step Pregnancy Test Kit | Pack of 3 | 99% Acurate Results within 5 mins | Urine Pregnancy Test Kit at Home | HCG Hormone Detection Kit,,https://www.amazon.in/Pregnancy-Acurate-Results-Hormone-Detection/dp/B07WBSPWCH/ref=sr_1_19?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-19
416,Home Health Tests,Sidak Vitamin D Test - Rapid Test Cassette for Home/Self Use (Pack of 2),,https://www.amazon.in/Sidak-Vitamin-Test-Rapid-Cassette/dp/B0D4TKYWYX/ref=sr_1_20?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-20
417,Home Health Tests,BeatO CURV Sugar Test Machine | FREE 25 Strips & 25 Lancets (Type-C USB Connector) | Simple & accurate testing of Blood sugar levels at home |Smartphone Connected Glucometer Machine | Android only | ISO Certified: Made in India,,https://www.amazon.in/Smartphone-Connected-Glucometer-Connector-Certified/dp/B08T7JXDW9/ref=sr_1_25?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-25
418,Home Health Tests,Superveloce Vitamin D Test - Rapid Test Cassette for Home/Self Use (Pack of 5),,https://www.amazon.in/Superveloce-Vitamin-Test-Rapid-Cassette/dp/B0CS9SJT1V/ref=sr_1_26?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-26
419,Home Health Tests,Neodocs UTI infection testing kit | Home based test | Results in 30 seconds on phone | Track Leukocytes," Nitrites, Blood, pH and 6 other Parameters,(Pack of 1)",https://www.amazon.in/Infection-Leukocytes-Parameters-Hydration-Urobilinogen/dp/B0B6PWKXKD/ref=sr_1_27?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-27
420,Home Health Tests,Domina Rapid hCG Pregnancy Test Kit | Self-Testing Home Kit | One Step Process | 99% Accuracy | Midstream Test For Women | Easy To Use | Pack Of 3 | Quick Results,,https://www.amazon.in/Pregnancy-Self-Testing-Process-Accuracy-Midstream/dp/B0CYTCBTFH/ref=sr_1_28?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-28
421,Home Health Tests,NeoDocs Kidney Care Urine Test Kit | Instant At-Home | Track 15 Parameters | Albumin,"ACR,Creatinine,Protein,Glucose,Ketones,Hydration,pH,Leukocytes, Nitrites+ Other Essential Parameters|Pack Of 3",https://www.amazon.in/NeoDocs-Parameters-Creatinine-Hydration-Leukocytes/dp/B0BZ7TT9FY/ref=sr_1_29?crid=141E1A8XWYDQQ&dib=eyJ2IjoiMSJ9.w22Y2ngzvloUtN5BA8dsfWRYyXqMTCsWQ7wVGZFjzHAJwpVPitfU7me-JCqbysCGmp804Cr5LL1L_yDrIl1N6DpduWrCnEYIbMM2ej1TukW8jYH_aazKFxQkYeVcPK1lN54wqU2PFisIRAz9MtUeB_aa0NYk0Kj9ErhK7gS4OcTcu6ZDThhRnDJN_fmBhtLisfIMl7V20HFdWb5gYYHKEah6J9mmscQPmh6ePvMENfF4QbvvETPESNh7CFgVcuScfA8Syj7fd8RA7jYdN3_pHSMYl1DICduZWUwG4_g75B4.p9KOyOmVNFONddV7MlcTyBx9ZZvTudIeUvPhIl1R1js&dib_tag=se&keywords=Home+Health+Tests&qid=1724259045&sprefix=h%2Caps%2C191&sr=8-29
