Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-05-31,Delhi,broadbeans,Broad Beans,67,77 - 85,80 - 111,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-31,Delhi,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-31,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-05-31,Delhi,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-31,Delhi,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-31,Delhi,coconut,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2024-05-31,Delhi,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-31,Delhi,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-31,Delhi,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-31,Delhi,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-31,Delhi,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2024-05-31,Delhi,curryleaves,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-31,Delhi,dillleaves,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-31,Delhi,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-31,Delhi,brinjal,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
2024-05-31,Delhi,brinjalbig,Brinjal (Big),34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-31,Delhi,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-31,Delhi,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-31,Delhi,frenchbeans,French Beans,168,193 - 213,202 - 277,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-31,Delhi,garlic,Garlic,278,320 - 353,334 - 459,1kg,resource/images/vegetables/garlic-64.png
2024-05-31,Delhi,ginger,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
2024-05-31,Delhi,oniongreen,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-31,Delhi,greenpeas,Green Peas,50,58 - 64,60 - 83,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-31,Delhi,ivygourd,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-31,Delhi,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-05-31,Delhi,mangoraw,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-31,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-31,Delhi,mushroom,Mushroom,93,107 - 118,112 - 153,1kg,resource/images/vegetables/mushroom-64.png
2024-05-31,Delhi,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-31,Delhi,ladiesfinger,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-31,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-31,Delhi,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-05-31,Delhi,ridgegourd,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-31,Delhi,shallot,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2024-05-31,Delhi,snakegourd,Snake Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-31,Delhi,sorrelleaves,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-31,Delhi,spinach,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-31,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-01,Delhi,onionbig,Onion Big,31,36 - 39,37 - 51,1kg,resource/images/vegetables/onionbig-64.png
2024-06-01,Delhi,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-01,Delhi,tomato,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-06-01,Delhi,greenchili,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
2024-06-01,Delhi,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-06-01,Delhi,potato,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-06-01,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-01,Delhi,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-01,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-01,Delhi,ashgourd,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-01,Delhi,babycorn,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
2024-06-01,Delhi,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-01,Delhi,capsicum,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-06-01,Delhi,bittergourd,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-01,Delhi,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-01,Delhi,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-01,Delhi,broadbeans,Broad Beans,63,72 - 80,76 - 104,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-01,Delhi,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-01,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-01,Delhi,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-01,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-01,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-06-01,Delhi,colocasialeaves,Colocasia Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-01,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-06-01,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-01,Delhi,corn,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-01,Delhi,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-06-01,Delhi,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-01,Delhi,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-01,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-01,Delhi,brinjal,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
2024-06-01,Delhi,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-01,Delhi,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-01,Delhi,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-01,Delhi,frenchbeans,French Beans,184,212 - 234,221 - 304,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-01,Delhi,garlic,Garlic,261,300 - 331,313 - 431,1kg,resource/images/vegetables/garlic-64.png
2024-06-01,Delhi,ginger,Ginger,134,154 - 170,161 - 221,1kg,resource/images/vegetables/ginger-64.png
2024-06-01,Delhi,oniongreen,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-01,Delhi,greenpeas,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-01,Delhi,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-01,Delhi,lemon,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
2024-06-01,Delhi,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-01,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-01,Delhi,mushroom,Mushroom,83,95 - 105,100 - 137,1kg,resource/images/vegetables/mushroom-64.png
2024-06-01,Delhi,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-01,Delhi,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-01,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-01,Delhi,radish,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-01,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-01,Delhi,shallot,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
2024-06-01,Delhi,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-01,Delhi,sorrelleaves,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-01,Delhi,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-01,Delhi,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-02,Delhi,onionbig,Onion Big,31,36 - 39,37 - 51,1kg,resource/images/vegetables/onionbig-64.png
2024-06-02,Delhi,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-02,Delhi,tomato,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-06-02,Delhi,greenchili,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
2024-06-02,Delhi,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-06-02,Delhi,potato,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-06-02,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-02,Delhi,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-02,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-02,Delhi,ashgourd,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-02,Delhi,babycorn,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
2024-06-02,Delhi,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-02,Delhi,capsicum,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-06-02,Delhi,bittergourd,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-02,Delhi,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-02,Delhi,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-02,Delhi,broadbeans,Broad Beans,63,72 - 80,76 - 104,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-02,Delhi,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-02,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-02,Delhi,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-02,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-02,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-06-02,Delhi,colocasialeaves,Colocasia Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-02,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-06-02,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-02,Delhi,corn,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-02,Delhi,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-06-02,Delhi,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-02,Delhi,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-02,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-02,Delhi,brinjal,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
2024-06-02,Delhi,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-02,Delhi,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-02,Delhi,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-02,Delhi,frenchbeans,French Beans,184,212 - 234,221 - 304,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-02,Delhi,garlic,Garlic,261,300 - 331,313 - 431,1kg,resource/images/vegetables/garlic-64.png
2024-06-02,Delhi,ginger,Ginger,134,154 - 170,161 - 221,1kg,resource/images/vegetables/ginger-64.png
2024-06-02,Delhi,oniongreen,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-02,Delhi,greenpeas,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-02,Delhi,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-02,Delhi,lemon,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
2024-06-02,Delhi,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-02,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-02,Delhi,mushroom,Mushroom,83,95 - 105,100 - 137,1kg,resource/images/vegetables/mushroom-64.png
2024-06-02,Delhi,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-02,Delhi,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-02,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-02,Delhi,radish,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-02,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-02,Delhi,shallot,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
2024-06-02,Delhi,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-02,Delhi,sorrelleaves,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-02,Delhi,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-02,Delhi,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-03,Delhi,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-06-03,Delhi,onionsmall,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-03,Delhi,tomato,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-06-03,Delhi,greenchili,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
2024-06-03,Delhi,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-06-03,Delhi,potato,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2024-06-03,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-03,Delhi,amaranthleaves,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-03,Delhi,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-06-03,Delhi,ashgourd,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-03,Delhi,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-03,Delhi,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-03,Delhi,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-06-03,Delhi,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-03,Delhi,bottlegourd,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-03,Delhi,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-03,Delhi,broadbeans,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-03,Delhi,cabbage,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-06-03,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-03,Delhi,cauliflower,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-03,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-03,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-06-03,Delhi,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-03,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-06-03,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-03,Delhi,corn,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-03,Delhi,cucumber,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
2024-06-03,Delhi,curryleaves,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-03,Delhi,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-03,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-03,Delhi,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-03,Delhi,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-03,Delhi,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-03,Delhi,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-03,Delhi,frenchbeans,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-03,Delhi,garlic,Garlic,266,306 - 338,319 - 439,1kg,resource/images/vegetables/garlic-64.png
2024-06-03,Delhi,ginger,Ginger,130,150 - 165,156 - 215,1kg,resource/images/vegetables/ginger-64.png
2024-06-03,Delhi,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-03,Delhi,greenpeas,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-03,Delhi,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-03,Delhi,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-03,Delhi,mangoraw,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-03,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-03,Delhi,mushroom,Mushroom,87,100 - 110,104 - 144,1kg,resource/images/vegetables/mushroom-64.png
2024-06-03,Delhi,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-03,Delhi,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-03,Delhi,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-03,Delhi,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-03,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-03,Delhi,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-03,Delhi,snakegourd,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-03,Delhi,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-03,Delhi,spinach,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2024-06-03,Delhi,sweetpotato,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-04,Delhi,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-06-04,Delhi,onionsmall,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-04,Delhi,tomato,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-06-04,Delhi,greenchili,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
2024-06-04,Delhi,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-06-04,Delhi,potato,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2024-06-04,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-04,Delhi,amaranthleaves,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-04,Delhi,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-06-04,Delhi,ashgourd,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-04,Delhi,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-04,Delhi,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-04,Delhi,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-06-04,Delhi,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-04,Delhi,bottlegourd,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-04,Delhi,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-04,Delhi,broadbeans,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-04,Delhi,cabbage,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-06-04,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-04,Delhi,cauliflower,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-04,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-04,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-06-04,Delhi,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
