Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-05-11,Delhi,spinach,Spinach,16,18 - 20,19 - 26,1kg,resource/images/vegetables/spinach-64.png
2024-05-11,Delhi,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-12,Delhi,onionbig,Onion Big,27,31 - 34,32 - 45,1kg,resource/images/vegetables/onionbig-64.png
2024-05-12,Delhi,onionsmall,Onion Small,32,37 - 41,38 - 53,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-12,Delhi,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-12,Delhi,greenchili,Green Chilli,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenchili-64.png
2024-05-12,Delhi,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2024-05-12,Delhi,potato,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
2024-05-12,Delhi,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-12,Delhi,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-12,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-12,Delhi,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-12,Delhi,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,resource/images/vegetables/babycorn-64.png
2024-05-12,Delhi,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-12,Delhi,capsicum,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
2024-05-12,Delhi,bittergourd,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-12,Delhi,bottlegourd,Bottle Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-12,Delhi,butterbeans,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-12,Delhi,broadbeans,Broad Beans,27,31 - 34,32 - 45,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-12,Delhi,cabbage,Cabbage,18,21 - 23,22 - 30,1kg,resource/images/vegetables/cabbage-64.png
2024-05-12,Delhi,carrot,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-12,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-12,Delhi,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-12,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-12,Delhi,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-12,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-12,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-12,Delhi,corn,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
2024-05-12,Delhi,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-05-12,Delhi,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-12,Delhi,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-12,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-12,Delhi,brinjal,Brinjal,26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjal-64.png
2024-05-12,Delhi,brinjalbig,Brinjal (Big),22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-12,Delhi,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-12,Delhi,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-12,Delhi,frenchbeans,French Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-12,Delhi,garlic,Garlic,154,177 - 196,185 - 254,1kg,resource/images/vegetables/garlic-64.png
2024-05-12,Delhi,ginger,Ginger,107,123 - 136,128 - 177,1kg,resource/images/vegetables/ginger-64.png
2024-05-12,Delhi,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-12,Delhi,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-12,Delhi,ivygourd,Ivy Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-12,Delhi,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
2024-05-12,Delhi,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-12,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-12,Delhi,mushroom,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
2024-05-12,Delhi,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-12,Delhi,ladiesfinger,Ladies Finger,37,43 - 47,44 - 61,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-12,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-12,Delhi,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-12,Delhi,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-12,Delhi,shallot,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,resource/images/vegetables/shallot-64.png
2024-05-12,Delhi,snakegourd,Snake Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-12,Delhi,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-12,Delhi,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-12,Delhi,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-13,Delhi,onionbig,Onion Big,27,31 - 34,32 - 45,1kg,resource/images/vegetables/onionbig-64.png
2024-05-13,Delhi,onionsmall,Onion Small,32,37 - 41,38 - 53,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-13,Delhi,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-13,Delhi,greenchili,Green Chilli,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenchili-64.png
2024-05-13,Delhi,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2024-05-13,Delhi,potato,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
2024-05-13,Delhi,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-13,Delhi,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-13,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-13,Delhi,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-13,Delhi,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,resource/images/vegetables/babycorn-64.png
2024-05-13,Delhi,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-13,Delhi,capsicum,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
2024-05-13,Delhi,bittergourd,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-13,Delhi,bottlegourd,Bottle Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-13,Delhi,butterbeans,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-13,Delhi,broadbeans,Broad Beans,27,31 - 34,32 - 45,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-13,Delhi,cabbage,Cabbage,18,21 - 23,22 - 30,1kg,resource/images/vegetables/cabbage-64.png
2024-05-13,Delhi,carrot,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-13,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-13,Delhi,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-13,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-13,Delhi,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-13,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-13,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-13,Delhi,corn,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
2024-05-13,Delhi,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-05-13,Delhi,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-13,Delhi,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-13,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-13,Delhi,brinjal,Brinjal,26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjal-64.png
2024-05-13,Delhi,brinjalbig,Brinjal (Big),22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-13,Delhi,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-13,Delhi,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-13,Delhi,frenchbeans,French Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-13,Delhi,garlic,Garlic,154,177 - 196,185 - 254,1kg,resource/images/vegetables/garlic-64.png
2024-05-13,Delhi,ginger,Ginger,107,123 - 136,128 - 177,1kg,resource/images/vegetables/ginger-64.png
2024-05-13,Delhi,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-13,Delhi,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-13,Delhi,ivygourd,Ivy Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-13,Delhi,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
2024-05-13,Delhi,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-13,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-13,Delhi,mushroom,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
2024-05-13,Delhi,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-13,Delhi,ladiesfinger,Ladies Finger,37,43 - 47,44 - 61,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-13,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-13,Delhi,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-13,Delhi,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-13,Delhi,shallot,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,resource/images/vegetables/shallot-64.png
2024-05-13,Delhi,snakegourd,Snake Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-13,Delhi,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-13,Delhi,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-13,Delhi,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-14,Delhi,onionbig,Onion Big,27,31 - 34,32 - 45,1kg,resource/images/vegetables/onionbig-64.png
2024-05-14,Delhi,onionsmall,Onion Small,32,37 - 41,38 - 53,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-14,Delhi,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-14,Delhi,greenchili,Green Chilli,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenchili-64.png
2024-05-14,Delhi,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2024-05-14,Delhi,potato,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
2024-05-14,Delhi,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-14,Delhi,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-14,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-14,Delhi,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-14,Delhi,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,resource/images/vegetables/babycorn-64.png
2024-05-14,Delhi,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-14,Delhi,capsicum,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
2024-05-14,Delhi,bittergourd,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-14,Delhi,bottlegourd,Bottle Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-14,Delhi,butterbeans,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-14,Delhi,broadbeans,Broad Beans,27,31 - 34,32 - 45,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-14,Delhi,cabbage,Cabbage,18,21 - 23,22 - 30,1kg,resource/images/vegetables/cabbage-64.png
2024-05-14,Delhi,carrot,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-14,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-14,Delhi,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-14,Delhi,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-14,Delhi,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-14,Delhi,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-14,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-14,Delhi,corn,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
2024-05-14,Delhi,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-05-14,Delhi,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-14,Delhi,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-14,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-14,Delhi,brinjal,Brinjal,26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjal-64.png
2024-05-14,Delhi,brinjalbig,Brinjal (Big),22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-14,Delhi,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-14,Delhi,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-14,Delhi,frenchbeans,French Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-14,Delhi,garlic,Garlic,154,177 - 196,185 - 254,1kg,resource/images/vegetables/garlic-64.png
2024-05-14,Delhi,ginger,Ginger,107,123 - 136,128 - 177,1kg,resource/images/vegetables/ginger-64.png
2024-05-14,Delhi,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-14,Delhi,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-14,Delhi,ivygourd,Ivy Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-14,Delhi,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
2024-05-14,Delhi,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-14,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-14,Delhi,mushroom,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
2024-05-14,Delhi,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-14,Delhi,ladiesfinger,Ladies Finger,37,43 - 47,44 - 61,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-14,Delhi,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-14,Delhi,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-14,Delhi,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-14,Delhi,shallot,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,resource/images/vegetables/shallot-64.png
2024-05-14,Delhi,snakegourd,Snake Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-14,Delhi,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-14,Delhi,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-14,Delhi,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-15,Delhi,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-15,Delhi,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-15,Delhi,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-15,Delhi,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-15,Delhi,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
2024-05-15,Delhi,potato,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2024-05-15,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-15,Delhi,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-15,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-15,Delhi,ashgourd,Ash gourd,19,22 - 24,23 - 31,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-15,Delhi,babycorn,Baby Corn,61,70 - 77,73 - 101,1kg,resource/images/vegetables/babycorn-64.png
2024-05-15,Delhi,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-15,Delhi,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-05-15,Delhi,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-15,Delhi,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-15,Delhi,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-15,Delhi,broadbeans,Broad Beans,75,86 - 95,90 - 124,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-15,Delhi,cabbage,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
2024-05-15,Delhi,carrot,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2024-05-15,Delhi,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-15,Delhi,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-15,Delhi,coconut,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-05-15,Delhi,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-15,Delhi,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-15,Delhi,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-15,Delhi,corn,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
2024-05-15,Delhi,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-15,Delhi,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-15,Delhi,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-15,Delhi,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-15,Delhi,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-15,Delhi,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-15,Delhi,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-15,Delhi,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-15,Delhi,frenchbeans,French Beans,169,194 - 215,203 - 279,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-15,Delhi,garlic,Garlic,253,291 - 321,304 - 417,1kg,resource/images/vegetables/garlic-64.png
2024-05-15,Delhi,ginger,Ginger,105,121 - 133,126 - 173,1kg,resource/images/vegetables/ginger-64.png
2024-05-15,Delhi,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-15,Delhi,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-15,Delhi,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-15,Delhi,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,resource/images/vegetables/lemon-64.png
2024-05-15,Delhi,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-15,Delhi,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-15,Delhi,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2024-05-15,Delhi,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-15,Delhi,ladiesfinger,Ladies Finger,40,46 - 51,48 - 66,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-15,Delhi,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-15,Delhi,radish,Radish,31,36 - 39,37 - 51,1kg,resource/images/vegetables/radish-64.png
2024-05-15,Delhi,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-15,Delhi,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-05-15,Delhi,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-15,Delhi,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-15,Delhi,spinach,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-15,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-16,Delhi,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-16,Delhi,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-16,Delhi,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-16,Delhi,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-16,Delhi,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
